Accession Number,Image File,Main Title,Parent Title,Object Type,Creator Name,Creator Birth Year,Creator Death Year,Creator Nationality,Creator Gender,Creator Role,Creator Birth Place,Creator Death Place,Additional Creator Name,Additional Creator Birth Year,Additional Creator Death Year,Additional Creator Nationality,Additional Creator Gender,Additional Creator Birth Location,Additional Creator Death Location,Additional Creator Role,Earliest Date Created,Latest Date Created,Display Date Created,Credit Line,Copyright,Medium,Subject Keywords,Object Link,Measurement Height,Measurement Width,Measurement Depth,Measurement Units,Measurement Extent,Related Object ID,Related Object Relationship Type,Related Object Note
P1985.50.481,ACMAA_P1985-50-481.tif,"Johnson Holy Rock, High School Assistant",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Sioux
, education
, portraits
, books
, libraries
, Native American
, Indians of North America
, high schools
, Pine Ridge Reservation, South Dakota
, librarians",http://www.cartermuseum.org/custom/acm_display.php?irn=5924&QueryPage=%2Fcustom%2F,24.3,19.4,,cm,image,,,
P1985.50.49,ACMAA_P1985-50-49.tif,"Burnside Family, Pine Springs, Arizona",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Navajo
, group portraits
, families
, fathers
, children
, boys
, Native American
, Indians of North America
, Arizona
, 
, Arizona",http://www.cartermuseum.org/custom/acm_display.php?irn=42456&QueryPage=%2Fcustom%2F,33.7,25.9,,cm,image,,,
P1985.50.496,ACMAA_P1985-50-496.tif,[Man in ceremonial dress in front of tipis],,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Sioux
, Native American
, Indians of North America
, portraits
, men
, headdresses
, Clothing & dress
, tipis",http://www.cartermuseum.org/custom/acm_display.php?irn=130603&QueryPage=%2Fcustom%2F,18.8,21.8,,cm,image,,,
P1985.50.50,ACMAA_P1985-50-50.tif,"Navajo Girl Visiting Tribal Fair, Window Rock, Arizona",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Navajo
, profiles
, girls
, women
, jewelry
, Native American
, Indians of North America
, Arizona",http://www.cartermuseum.org/custom/acm_display.php?irn=42457&QueryPage=%2Fcustom%2F,34.4,26.8,,cm,image,,,
P1985.50.510,ACMAA_P1985-50-510.tif,[Boy weaving on loom],,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Sioux
, weaving
, looms
, crafts
, Native American
, portraits
, Native American
, Indians of North America",http://www.cartermuseum.org/custom/acm_display.php?irn=41310&QueryPage=%2Fcustom%2F,19,24.4,,cm,image,,,
P1985.50.53,ACMAA_P1985-50-53.tif,"Mrs. Mike, Two Grey Hills",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1940,1940,1940,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Navajo
, portraits
, women
, sewing",http://www.cartermuseum.org/custom/acm_display.php?irn=79635&QueryPage=%2Fcustom%2F,32,26.1,,cm,,,,
P1985.50.541,ACMAA_P1985-50-541.tif,[Woman and lamb],,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Sioux
, Sheep
, Baby animals
, women
, portraits
, wool",http://www.cartermuseum.org/custom/acm_display.php?irn=146768&QueryPage=%2Fcustom%2F,19.3,24.5,,cm,image,,,
P1985.50.544,ACMAA_P1985-50-544.tif,Sitting Eagle,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Sioux
, Native American
, Indians of North America
, Indian reservations
, South Dakota
, hunka",http://www.cartermuseum.org/custom/acm_display.php?irn=69231&QueryPage=%2Fcustom%2F,25,20.1,,cm,,,,
P1985.50.558,ACMAA_P1985-50-558.tif,"Edsel Little, Pine Ridge",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Sioux
, Pine Ridge Reservation, South Dakota
, portraits
, boys
, profiles
, headdresses
, Native American
, Indians of North America",http://www.cartermuseum.org/custom/acm_display.php?irn=81013&QueryPage=%2Fcustom%2F,25.1,20.2,,cm,,,,
P1985.50.56,ACMAA_P1985-50-56.tif,Navajo Fence Sitters,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Navajo
, Native American
, Indians of North America
, Cowboys
, rodeos",http://www.cartermuseum.org/custom/acm_display.php?irn=6433&QueryPage=%2Fcustom%2F,26.2,28.8,,cm,,,,
P1985.50.566,ACMAA_P1985-50-566.tif,"Fannie Make Shines, Pine Ridge, South Dakota",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Sioux
, Sioux
, Pine Ridge Reservation, South Dakota
, Native American
, Indians of North America
, portraits
, women",http://www.cartermuseum.org/custom/acm_display.php?irn=127111&QueryPage=%2Fcustom%2F,20.1,18.1,,cm,image,,,
P1985.50.585,ACMAA_P1985-50-585.tif,Boy Born Alone Still Unafraid,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Sioux
, Rosebud Indian Reservation, South Dakota
, infants
, portraits
, Native American
, Indians of North America",http://www.cartermuseum.org/custom/acm_display.php?irn=96695&QueryPage=%2Fcustom%2F,19,20.8,,cm,,,,
P1985.50.62,ACMAA_P1985-50-62.tif,"Giant Cactus, Arizona, near Mormon Flat Dam",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"landscapes
, Cactus
, Arizona
, deserts",http://www.cartermuseum.org/custom/acm_display.php?irn=110751&QueryPage=%2Fcustom%2F,27.5,26.4,,cm,image,,,
P1985.50.625,ACMAA_P1985-50-625.tif,[Men on horseback with American flag],,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Sioux
, Pine Ridge Fair
, Rosebud Fair
, group portraits
, men
, horseback riding
, headdresses
, American flags
, Horses
, Native American
, Indians of North America",http://www.cartermuseum.org/custom/acm_display.php?irn=30683&QueryPage=%2Fcustom%2F,25,20,,cm,,,,
P1985.50.633,ACMAA_P1985-50-633.tif,Dancing (Suppressed For a Period When all Emphasis Was on Forcing Christianity and Goverment by Representation on Indians) is Resuming an Important Role in Group Festivities,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Sioux
, Pine Ridge Fair
, Rosebud Fair
, dancers
, Costumes
, headdresses
, audiences
, rabbit dance
, Native American
, Indians of North America",http://www.cartermuseum.org/custom/acm_display.php?irn=90352&QueryPage=%2Fcustom%2F,18.6,19.2,,cm,image,,,
P1985.50.64,ACMAA_P1985-50-64.tif,"Tom Burnside, Silversmith",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1938,1938,1938,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Navajo
, portraits
, Native American
, Indians of North America
, artists
, silversmiths
, jewelry",http://www.cartermuseum.org/custom/acm_display.php?irn=14106&QueryPage=%2Fcustom%2F,22.6,19.8,,cm,image,,,
P1985.50.645,ACMAA_P1985-50-645.tif,[Cattle with ice on faces],,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Sioux
, ranching
, Animals
, Cattle
, snow
, ice
, winter",http://www.cartermuseum.org/custom/acm_display.php?irn=63520&QueryPage=%2Fcustom%2F,19.1,24.1,,cm,image,,,
P1985.50.680,ACMAA_P1985-50-680.tif,"Buffalo, Dixon, Montana",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"buffalo
, Flathead
, Bison
, Montana
, Animals
, Indian reservations",http://www.cartermuseum.org/custom/acm_display.php?irn=82229&QueryPage=%2Fcustom%2F,19.5,24.9,,cm,image,,,
P1985.50.695,ACMAA_P1985-50-695.tif,"Buster, Grandson of Yellow Kidney",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Blackfeet
, portraits
, boys
, children
, Native American
, Indians of North America
, Dogs
, Pets
, Montana",http://www.cartermuseum.org/custom/acm_display.php?irn=38208&QueryPage=%2Fcustom%2F,25,19.6,,cm,image,,,
P1985.50.696,ACMAA_P1985-50-696.tif,"Philip Wells, Two Medicine Community",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Blackfeet
, portraits
, men
, Horses
, Indians of North America
, Native American
, Blackfoot",http://www.cartermuseum.org/custom/acm_display.php?irn=27785&QueryPage=%2Fcustom%2F,19.4,25,,cm,,,,
P1985.50.71,ACMAA_P1985-50-71.tif,Near Two Grey Hills,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"landscapes
, Arizona
, Rock formations",http://www.cartermuseum.org/custom/acm_display.php?irn=51109&QueryPage=%2Fcustom%2F,26.8,33.7,,cm,image,,,
P1985.50.725,ACMAA_P1985-50-725.tif,Agnes Yellowtail Deernose,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"Crow
, women
, portraits
, Indians of North America
, Native American",http://www.cartermuseum.org/custom/acm_display.php?irn=180287&QueryPage=%2Fcustom%2F,25,20,,cm,,,,
P1985.50.736,ACMAA_P1985-50-736.tif,"Crow Dancers at Crow Tribal Fair, Montana, Crow Reservation",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"Costumes
, dancers
, Crow
, Montana
, Indians of North America
, Native American
, ceremonies
, night scenes
, Indian reservations",http://www.cartermuseum.org/custom/acm_display.php?irn=180298&QueryPage=%2Fcustom%2F,18.8,17.6,,cm,,,,
P1985.50.740,ACMAA_P1985-50-740.tif,Joseph Medicine Crow,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"Costumes
, dancers
, Crow
, Montana
, Indians of North America
, Native American
, ceremonies
, night scenes
, Indian reservations",http://www.cartermuseum.org/custom/acm_display.php?irn=180302&QueryPage=%2Fcustom%2F,25,20,,cm,,,,
P1985.50.742,ACMAA_P1985-50-742.tif,"[Crow tribe tipi, Montana]",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1939,1939,1939,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"tipis
, dwellings
, Crow
, Montana
, Indians of North America
, Native American",http://www.cartermuseum.org/custom/acm_display.php?irn=180304&QueryPage=%2Fcustom%2F,21,20.1,,cm,image,,,
P1985.50.747,ACMAA_P1985-50-747.tif,"Former Scout for Custer, Whiteman-Runs-Him with Daughter",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"Stores & shops
, Crow
, Indians of North America
, Native American
, George Custer
, Great Sioux Wars
, trading posts
, Indian reservations",http://www.cartermuseum.org/custom/acm_display.php?irn=180309&QueryPage=%2Fcustom%2F,25.2,20.2,,cm,,,,
P1985.50.749,ACMAA_P1985-50-749.tif,Bethany Adloa,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"portraits
, girls
, Costumes
, dolls
, Crow
, Indians of North America
, Native American
, Toys",http://www.cartermuseum.org/custom/acm_display.php?irn=180311&QueryPage=%2Fcustom%2F,24.7,19.5,,cm,image,,,
P1985.50.750,ACMAA_P1985-50-750.tif,Sr. Mrs. Yellowtail,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1940,1940,1940,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"portraits
, women
, Crow
, Indians of North America
, Native American",http://www.cartermuseum.org/custom/acm_display.php?irn=180312&QueryPage=%2Fcustom%2F,23.6,19.7,,cm,image,,,
P1985.50.763,ACMAA_P1985-50-763.tif,Mrs. Robert Yellowtail and Daughter,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"tipis
, Horses
, horseback riding
, Crow
, Indians of North America
, Native American
, families
, children",http://www.cartermuseum.org/custom/acm_display.php?irn=180325&QueryPage=%2Fcustom%2F,23.5,19.9,,cm,image,,,
P1985.50.767,ACMAA_P1985-50-767.tif,"[Two men on horseback at Crow Fair, Billings, Montana]",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"Horses
, horseback riding
, hats
, headdresses
, Crow
, Montana
, Indians of North America
, Native American",http://www.cartermuseum.org/custom/acm_display.php?irn=180329&QueryPage=%2Fcustom%2F,19.7,24.1,,cm,image,,,
P1985.50.770,ACMAA_P1985-50-770.tif,Superintendent of Crow Reservation Robert Yellowtail at Tribal Fair,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"Horses
, horseback riding
, headdresses
, flags
, Crow
, Indians of North America
, Native American",http://www.cartermuseum.org/custom/acm_display.php?irn=180332&QueryPage=%2Fcustom%2F,19.3,19.4,,cm,image,,,
P1985.50.772,ACMAA_P1985-50-772.tif,Eagle Dance,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"Costumes
, Couples
, headdresses
, profiles
, Crow
, Indians of North America
, Native American
, night scenes",http://www.cartermuseum.org/custom/acm_display.php?irn=180334&QueryPage=%2Fcustom%2F,21.5,18.5,,cm,,,,
P1985.50.779,ACMAA_P1985-50-779.tif,[Sheaves of wheat],,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"farmland
, agriculture
, farming
, landscapes
, Haystacks
, Hay
, Native American
, Indians of North America",http://www.cartermuseum.org/custom/acm_display.php?irn=180341&QueryPage=%2Fcustom%2F,19.6,20.2,,cm,image,,,
P1985.50.861,ACMAA_P1985-50-861.tif,"Navajo Patient, Tsisi, (T. B.), Winslow, Arizona.",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"portraits
, girls
, Navajo
, Indians of North America
, Native American
, Tuberculosis
, Health care
, illness",http://www.cartermuseum.org/custom/acm_display.php?irn=180423&QueryPage=%2Fcustom%2F,24.3,19.6,,cm,,,,
P1985.50.878,ACMAA_P1985-50-878.tif,"[Infant on cradle board, Navajo reservation, Window Rock, Arizona]",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1938,1938,1938,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"portraits
, infants
, Navajo
, Indians of North America
, Native American
, cradleboards
, children
, Indian reservations",http://www.cartermuseum.org/custom/acm_display.php?irn=180440&QueryPage=%2Fcustom%2F,24.5,19.8,,cm,image,,,
P1985.50.895,ACMAA_P1985-50-895.tif,"Navajo Family Visiting Tribal Fair, Window Rock, Arizona",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1938,1938,1938,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"group portraits
, families
, parents
, children
, Navajo
, Indians of North America
, Native American",http://www.cartermuseum.org/custom/acm_display.php?irn=180457&QueryPage=%2Fcustom%2F,22.9,19.7,,cm,image,,,
P1985.50.901,ACMAA_P1985-50-901.tif,[Navajo woman wearing blanket],,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"portraits
, women
, wearing blankets
, Native American
, Indians of North America
, Navajo",http://www.cartermuseum.org/custom/acm_display.php?irn=180463&QueryPage=%2Fcustom%2F,25,20,,cm,,,,
P1985.50.938,ACMAA_P1985-50-938.tif,Soon He is Going Back Home,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"patients
, hospitals
, Tuberculosis
, Navajo
, Indians of North America
, Health care",http://www.cartermuseum.org/custom/acm_display.php?irn=180499&QueryPage=%2Fcustom%2F,23.4,19.5,,cm,,,,
P1985.50.965,ACMAA_P1985-50-965.tif,[Hospital tuberculosis ward],,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"patients
, hospitals
, illness
, beds
, Native American
, Indians of North America
, Navajo
, Winslow, Arizona
, Tuberculosis",http://www.cartermuseum.org/custom/acm_display.php?irn=180525&QueryPage=%2Fcustom%2F,19.7,22.7,,cm,,,,
P1985.50.983,ACMAA_P1985-50-983.tif,[Mrs. Aschi Mike sewing],,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1938,1938,1938,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"portraits
, women
, sewing
, Native American
, Indians of North America
, Navajo",http://www.cartermuseum.org/custom/acm_display.php?irn=180543&QueryPage=%2Fcustom%2F,21.6,19.4,,cm,image,,,
P1985.50.988,ACMAA_P1985-50-988.tif,Mr. Aschi Mike,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1938,1938,1938,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"portraits
, men
, Native American
, Indians of North America
, Navajo",http://www.cartermuseum.org/custom/acm_display.php?irn=180548&QueryPage=%2Fcustom%2F,21.6,19.3,,cm,image,,,
P1985.51.8,ACMAA_P1985-51-8.tif,"Fire Dance, Ye-Be-Chai, A Seven Day Ceremonial",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1933,1943,ca. 1938,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley","© Amon Carter Museum of American Art, Fort Worth, Texas",Gelatin silver print,"Navajo, ceremonies, Native American, fires, shadows, Arizona, night scenes",http://www.cartermuseum.org/custom/acm_display.php?irn=49210&QueryPage=%2Fcustom%2F,32.1,26.1,,cm,image,,,
P1985.51.16,ACMAA_P1985-51-16.tif,"Flathead, Polsom, Montana Power Station-Indian Construction Worker",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1936,1941,ca. 1936-1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Flathead
, Montana
, power plants
, Native American
, construction workers
, power lines
, Indians of North America",http://www.cartermuseum.org/custom/acm_display.php?irn=68335&QueryPage=%2Fcustom%2F,31.4,25.7,,cm,image,,,
P1985.51.47,ACMAA_P1985-51-47.tif,"Blackfeet - Mr. Yellow Kidney, Two Medicine Community",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Blackfeet
, Native American
, portraits
, men
, Two Medicine Community
, Horses
, Indians of North America",http://www.cartermuseum.org/custom/acm_display.php?irn=67426&QueryPage=%2Fcustom%2F,24.4,19.3,,cm,image,,,
P1985.51.83,ACMAA_P1985-51-83.tif,"Sioux, Pine Ridge, S. D.",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1941,1941,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Sioux
, Pine Ridge Agency
, cattle
, South Dakota
, Animals",http://www.cartermuseum.org/custom/acm_display.php?irn=96674&QueryPage=%2Fcustom%2F,32.4,26.6,,cm,image,,,
P1985.51.86,ACMAA_P1985-51-86.tif,"Peter Wood, Flathead, Browning",,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,ca. 1936-1941,1936,1941,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Flathead
, portraits
, boys
, Horses
, Native American
, Landscapes
, Indians of North America",http://www.cartermuseum.org/custom/acm_display.php?irn=133551&QueryPage=%2Fcustom%2F,29.7,25.9,,cm,image,,,
P1985.51.89,ACMAA_P1985-51-89.tif,Mr. Joppy Holds the Gun,,black-and-white photographs,Helen M. Post,1907,1979,American,female,artist,"Bloomfield, New Jersey","Washington, D.C.",,,,,,,,,1942,1942,1942,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Peter Modley",© Amon Carter Museum of American Art,Gelatin silver print,"Blackfoot, men, portraits, Native American",http://www.cartermuseum.org/custom/acm_display.php?irn=89868&QueryPage=%2Fcustom%2F,24,19.1,,cm,image,,,
